Referee,location,Winner,title_bout,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Sideways,R_Stance_Southpaw,R_Stance_Switch,avg_opp_SIG_STR_pct_diff,avg_TD_pct_diff,avg_opp_TD_pct_diff,avg_SUB_ATT_diff,avg_opp_SUB_ATT_diff,avg_REV_diff,avg_opp_REV_diff,avg_SIG_STR_att_diff,avg_opp_SIG_STR_att_diff,avg_SIG_STR_landed_diff,avg_opp_SIG_STR_landed_diff,avg_TOTAL_STR_att_diff,avg_opp_TOTAL_STR_att_diff,avg_TOTAL_STR_landed_diff,avg_opp_TOTAL_STR_landed_diff,avg_TD_att_diff,avg_opp_TD_att_diff,avg_TD_landed_diff,avg_opp_TD_landed_diff,avg_HEAD_att_diff,avg_opp_HEAD_att_diff,avg_HEAD_landed_diff,avg_opp_HEAD_landed_diff,avg_BODY_att_diff,avg_opp_BODY_att_diff,avg_BODY_landed_diff,avg_opp_BODY_landed_diff,avg_LEG_att_diff,avg_opp_LEG_att_diff,avg_LEG_landed_diff,avg_opp_LEG_landed_diff,avg_DISTANCE_att_diff,avg_opp_DISTANCE_att_diff,avg_DISTANCE_landed_diff,avg_opp_DISTANCE_landed_diff,avg_CLINCH_att_diff,avg_opp_CLINCH_att_diff,avg_CLINCH_landed_diff,avg_opp_CLINCH_landed_diff,avg_GROUND_att_diff,avg_opp_GROUND_att_diff,avg_GROUND_landed_diff,avg_opp_GROUND_landed_diff,avg_CTRL_time(seconds)_diff,avg_opp_CTRL_time(seconds)_diff,total_time_fought(seconds)_diff,total_rounds_fought_diff,total_title_bouts_diff,current_win_streak_diff,current_lose_streak_diff,longest_win_streak_diff,wins_diff,losses_diff,draw_diff,win_by_Decision_Majority_diff,win_by_Decision_Split_diff,win_by_Decision_Unanimous_diff,win_by_KO/TKO_diff,win_by_Submission_diff,win_by_TKO_Doctor_Stoppage_diff,Height_cms_diff,Reach_cms_diff,Weight_lbs_diff,age_diff
Jason Herzog, Brazil,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.07984375,-0.451730957,-0.012109375,0.039713542,-0.006591797,0,0,-29.67039388,-29.99353841,-11.68997396,-6.26578776,-36.5613444,0,-18.23896484,-6.420979818,-0.281901042,-0.374186198,-0.312093099,-0.0234375,-23.52820638,-24.34379883,-8.018408203,-2.89444987,-1.428304036,-3.450358073,-0.412760417,-2.082356771,-4.713883464,-2.19938151,-3.258805339,-1.28898112,-25.77991536,-30.22107747,-9.050813802,-6.366861979,-0.586344401,0.029622396,-0.425537109,0.069824219,-3.304134115,0.197916667,-2.213623047,0.03125,-127.1945801,-7.115722656,-592.831543,-27,0,0,0,-4,-8,-1,0,0,-2,-5,0,-1,0,2.54,2.54,0,-6
Mario Yamasaki, USA,Blue,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.6775,0.0625,-0.9025,-0.260416667,0,0.041666667,0,21.61041667,15.01666667,7.875,6.354166667,28.67708333,0,14.72708333,8.547916667,0.09375,2.979166667,0.0625,0.039583333,19.44583333,10.76041667,5.925,3.785416667,1.252083333,0.875,1.06875,0.504166667,0.9125,3.38125,0.88125,2.064583333,13.62083333,12.18125,3.422916667,4.714583333,5.21875,2.552083333,3.289583333,1.60625,2.770833333,0.283333333,1.1625,0.033333333,171.375,55.9375,912.5625,12,1,-1,1,3,3,1,0,0,0,2,2,-1,0,-5.08,-5.08,-10,1
Yves Lavigne, Canada,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.005,0.375,-0.335,0.166666667,0,0,0,16.16666667,15.16666667,7,6.833333333,29.66666667,0,17,7,-0.333333333,1,0.5,0.166666667,12.83333333,17.16666667,5.5,9,1.5,-0.333333333,0.833333333,0.166666667,1.833333333,-1.666666667,0.666666667,-2.333333333,8,7,1.666666667,1.833333333,3.166666667,1.333333333,1.666666667,0.666666667,5,6.833333333,3.666666667,4.333333333,206.5,80.5,199,1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-2.54,0,0
Josh Rosenthal, USA,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.15,0,0.1,-0.166666667,-0.166666667,0,0,32.66666667,7.666666667,8,3.666666667,33.5,0,8.666666667,-1.333333333,0,0.833333333,0,0.333333333,27.66666667,6.666666667,4.166666667,3.5,3.833333333,1.166666667,3.166666667,0.666666667,1.166666667,-0.166666667,0.666666667,-0.5,32.66666667,9.333333333,8.166666667,4.333333333,-0.5,-1.666666667,-0.333333333,-0.5,0.5,0,0.166666667,-0.166666667,-53.5,-37,355.5,2,0,-1,1,0,0,0,0,0,0,0,0,0,0,-7.62,-7.62,10,3
John McCarthy, Japan,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.011768227,0.25,-0.558261719,-0.444014486,0.033868631,0,0,17.78385417,5.790332031,5.25,2.316234207,15.10201009,0,1.135416667,-20.32620443,0.166666667,-1.333333333,0.260367839,-1.291666667,16.64216614,0.938802083,5.624641927,-1.103725179,2,2.458333333,1.200520833,1.65291748,-1.99858195,1.534952799,-2.283268229,1.19321696,12.25,10.10546875,1.833333333,2.5109375,1.333333333,1.71611735,0.700520833,1.118742116,1.737516276,-8.25,1.172526042,-2.666666667,104.8652344,89.5,-244.155899,-2,0,0,-1,0,0,-1,0,0,0,0,0,0,0,7.62,7.62,-22,0
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.343476563,0.204921875,0.2340625,0.19921875,-0.061979167,-0.036458333,0.0078125,-28.87630208,-18.51432292,-7.415104167,-4.8984375,-30.21822917,0,-9.12265625,-2.095833333,1.673177083,-0.742447917,0.959635417,0.071354167,-21.684375,-16.4,-3.83515625,-3.605989583,-7.55,-1.031770833,-3.91171875,-0.245052083,0.358072917,-1.082552083,0.331770833,-1.047395833,-28.79609375,-17.69296875,-8.28046875,-4.955208333,0.11328125,-0.360416667,0.57265625,0.503125,-0.193489583,-0.4609375,0.292708333,-0.446354167,62.49609375,-94.90234375,-509.2617188,-3,0,-4,1,-1,0,2,0,0,0,-4,2,2,0,-5.08,5.08,0,-4
Leon Roberts, Japan,Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.040397186,-0.124226685,-0.042741089,-0.166704814,0.074611918,-0.003125,1.27E-05,-13.71098175,-8.345440165,-6.662220764,-2.97166392,-9.505208333,0,-3.392175293,0.804833476,-0.027963765,0.136805725,0.106615194,-0.0487264,-10.80284882,0.189937846,-5.131683858,1.630907694,-2.574228414,-3.350612895,-1.297922262,-1.466730245,-0.333904521,-5.184765116,-0.232614644,-3.13584137,-12.85684611,-12.49514211,-6.101116943,-5.211597188,-0.798701986,2.673218791,-0.254905701,0.771934001,-0.055433655,1.476483154,-0.30619812,1.467999268,55.33538055,50.01421356,-146.4901886,16,0,0,0,0,5,0,0,-1,2,5,0,-2,1,-2.54,-12.7,-35,2
Herb Dean, USA,Blue,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.5,0.25,0.205,0.041666667,-0.458333333,-0.333333333,0,-9.458333333,-5.375,-1.25,-4.333333333,-30.625,0,-21.08333333,-27.45833333,0.083333333,-3.583333333,0.083333333,-1.583333333,-10.75,-5.375,-2.458333333,-4.333333333,0.583333333,-0.25,0.583333333,-0.083333333,0.708333333,0.25,0.625,0.083333333,-0.75,-0.208333333,0.708333333,-0.208333333,-0.458333333,1.333333333,0.708333333,1,-8.25,-6.5,-2.666666667,-5.125,-182.625,-298.625,-524.25,2,0,1,-1,1,2,1,0,0,0,0,0,2,0,-2.54,-2.54,0,11
Jason Herzog, USA,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.222666016,-0.432480469,-0.193359375,0.014322917,-0.093424479,-0.170572917,-0.02734375,-12.6335612,-3.490852865,-6.53343099,2.06233724,-15.95253906,0,-9.283040365,1.148828125,-0.193326823,-0.578059896,-0.165592448,-0.064453125,-8.741861979,-0.155533854,-4.91233724,2.629264323,-4.012695313,-1.664095052,-2.251529948,0.292285156,0.120996094,-1.671223958,0.630436198,-0.85921224,-7.929003906,-2.887467448,-3.045963542,2.211458333,-0.878320312,-0.802408854,-0.940820313,-0.333821615,-3.826236979,0.199023438,-2.546647135,0.184700521,-109.9077148,-74.45507813,-231.6845703,4,3,-4,0,-1,0,2,0,0,-1,0,2,-1,0,-10.16,-17.78,0,4
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.005731773,0,-0.008261719,0.008582052,0.003660297,0,0,0.571614583,0.488248698,0.083333333,-0.10043246,0.706176758,0,-0.03125,-0.28246127,0.013275274,0,0.010367839,-0.020833333,0.366905721,0.438802083,0.124641927,0.074069214,0.07854983,0.041666667,0.033854167,0.025313314,0.00141805,-0.058797201,0.046158854,-0.05880127,0.583333333,0.782552083,0.3125,0.177604167,-0.03125,0.004919434,-0.028645833,0.035408783,0.070849609,0.005208333,0.020442708,1.11E-16,5.653320313,-4.625,17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,7.62,0,2
Leon Roberts, Germany,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.37,0.5,0.22,0,0,0,0,42.33333333,33,11.66666667,12.33333333,50.33333333,0,18.33333333,13.33333333,0.666666667,3,0.333333333,0.666666667,38.33333333,24.33333333,9,7.333333333,3.666666667,4,2.666666667,2.666666667,0.333333333,4.666666667,0,2.333333333,31.33333333,24.66666667,7.333333333,8.666666667,11.33333333,8.333333333,5,3.666666667,-0.333333333,0,-0.666666667,0,96,195,892,2,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-5.08,0,2
Jorge Alonso, USA,Red,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.005731773,0,0.008261719,-0.008582052,-0.003660297,0,0,-0.571614583,-0.488248698,-0.083333333,0.10043246,-0.706176758,0,0.03125,0.28246127,-0.013275274,0,-0.010367839,0.020833333,-0.366905721,-0.438802083,-0.124641927,-0.074069214,-0.07854983,-0.041666667,-0.033854167,-0.025313314,-0.00141805,0.058797201,-0.046158854,0.05880127,-0.583333333,-0.782552083,-0.3125,-0.177604167,0.03125,-0.004919434,0.028645833,-0.035408783,-0.070849609,-0.005208333,-0.020442708,-1.11E-16,-5.653320313,4.625,-17.34410095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,0,1
Herb Dean, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.18,0.33,-1,0,-2.333333333,0,0,54.66666667,44.33333333,8.666666667,16.33333333,50,0,4.333333333,11,1,-0.333333333,0.333333333,-0.666666667,51.66666667,31.33333333,6,8.333333333,2.333333333,5.333333333,2,3,0.666666667,7.666666667,0.666666667,5,57.33333333,47.66666667,11,19,-0.333333333,-2.333333333,-0.333333333,-2,-2.333333333,-1,-2,-0.666666667,-69,-130,606,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,-7.62,-10.16,0,-2
John McCarthy, USA,Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.2275,-0.75,0.2,0.047403463,0.030208333,0,0,12.46223958,18.30208333,3.666666667,8.416666667,18.14583333,0,8.666666667,13.95625684,0.153391393,0.666666667,-0.25,0.229166667,8.525260417,14,0.5,5.072205607,1.67145017,2.166666667,1.166666667,1.377604167,1.25,1.34375,1.170572917,1.252018229,12.16666667,13.07291667,3.270833333,4.833333333,-1.385416667,1.461197917,-0.520833333,1.083333333,-0.833333333,1.244791667,-0.847916667,0.833333333,80.21191406,94.125,577.5,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,0,-10.16,-20.32,-20,2
John McCarthy, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.054580727,-0.25,-0.171113281,-0.055985514,-0.033868631,0,0,-11.66927083,8.855501302,-4.083333333,0.88168246,-17.36242676,0,-8.677083333,6.117871094,-0.666666667,0.15625,-0.260367839,-0.1875,-10.88174947,-2.907552083,-3.905891927,-1.375441488,-0.489583333,8.802083333,0.236979167,1.274165853,0.84233195,3.819213867,0.293684896,1.55678304,-8.760416667,9.498697917,-2.447916667,0.9578125,1.083333333,2.65888265,0.8828125,2.027091217,-1.529182943,-1.083333333,-0.974609375,-0.75,-56.30273438,-12.1875,-119.219101,10,0,0,1,3,3,3,0,0,0,0,3,0,0,2.54,5.08,20,1
Jason Herzog, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.03,-0.44,-0.6425,-0.416666667,-0.083333333,-0.166666667,0,-20.75,-38,-7.333333333,-15.16666667,-25.58333333,0,-11.41666667,-21.83333333,-2.583333333,-0.916666667,-0.916666667,-0.666666667,-13.08333333,-29.5,-2.083333333,-9.25,-3.916666667,-7.5,-1.916666667,-5.333333333,-3.75,-1,-3.333333333,-0.583333333,-18.75,-21,-6.083333333,-4.166666667,-1.083333333,-6.166666667,-0.416666667,-3.666666667,-0.916666667,-10.83333333,-0.833333333,-7.333333333,-187,-147.5,-807.5,-8,0,0,0,0,-1,-1,0,0,0,-1,1,-1,0,2.54,5.08,10,-4
Mario Yamasaki, USA,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.148515625,0.26859375,0.372773438,0.041666667,-0.088541667,-0.002604167,-0.166666667,5.177083333,10.46484375,3.180989583,-0.276041667,-3.467447917,0,-4.861979167,0.345052083,0.03515625,0.049479167,0.123697917,0.106770833,4.040364583,7.884114583,1.44140625,-1.239583333,-2.350260417,1.052083333,-1.48828125,0.342447917,3.486979167,1.528645833,3.227864583,0.62109375,8.631510417,12.07552083,6.141927083,0.51171875,-1.337239583,-0.3984375,-0.921875,-0.296875,-2.1171875,-1.212239583,-2.0390625,-0.490885417,-66.51953125,-63.125,-27.6171875,-13,0,0,0,-1,-2,-3,0,0,-1,0,-1,0,0,-12.7,-5.08,0,1
Keith Peterson, USA,Red,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.071289063,-0.21203125,-0.18375,-0.113541667,-0.001822917,-0.083333333,0,19.15078125,3.91953125,10.3828125,1.113802083,18.04895833,0,9.730208333,-0.792447917,-0.44375,0.680208333,-0.229166667,0.069270833,7.928125,5.219010417,1.209375,3.058333333,4.803645833,-0.005208333,3.44609375,-0.715104167,6.419010417,-1.294270833,5.72734375,-1.229427083,20.8890625,3.260416667,12.03177083,1.076041667,3,0.131510417,2.15390625,-0.381770833,-4.73828125,0.527604167,-3.802864583,0.41953125,-93.4375,97.4765625,387.1171875,14,5,8,-1,5,3,-1,0,0,1,4,1,-3,0,2.54,0,0,5
John McCarthy, USA,Red,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.328231773,-0.25,0.308261719,-0.055985514,-0.033868631,0,0,-10.28385417,-17.29033203,-0.75,-5.816234207,-15.10201009,0,-3.635416667,-11.17379557,0.333333333,1.333333333,-0.260367839,0.791666667,-5.142166138,-16.43880208,2.875358073,-5.396274821,-2.5,-0.458333333,-1.700520833,0.34708252,-1.50141805,0.465047201,-1.216731771,-0.19321696,-12.25,-14.10546875,-4.833333333,-3.5109375,2.166666667,0.28388265,2.799479167,-0.118742116,2.262483724,-1.25,2.827473958,-0.833333333,-104.8652344,-89.5,-609.844101,1,0,1,0,1,1,0,0,0,0,0,1,0,0,10.16,10.16,25,0
Chris Tognoni, USA,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.201787567,-0.005656128,-0.241097412,0.079147339,-0.168315633,-0.166692098,-5.09E-05,-9.969376628,-25.67876282,-2.170331828,-9.809927368,26.63771973,0,31.31763713,-11.27630412,-2.09249471,-1.641077677,-0.530544027,-0.502379354,-10.19194438,-21.43713888,-1.394004313,-7.739018758,-0.891413371,-4.178647868,-1.645972697,-2.102311198,1.11398112,-0.062976074,0.869645182,0.031402588,-8.3021698,-19.77137553,-2.320964559,-6.916575114,-3.988099162,-4.97068278,-1.958840942,-2.260415649,2.320892334,-0.936704508,2.109473674,-0.632936605,186.0410919,184.656189,120.1315308,-45,-1,1,-1,-7,-9,-7,0,0,-3,-5,-1,0,0,2.54,0,-10,-6
Steve Perceval, China,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.02875,-0.525,-0.125,0.666666667,0.333333333,0.333333333,-0.166666667,-4.958333333,2.708333333,0.291666667,0.916666667,-6.833333333,0,-1,6.791666667,0.416666667,-0.291666667,-0.416666667,-0.041666667,-8.375,-0.208333333,-2.416666667,0.625,0.25,0.041666667,-0.208333333,-1.583333333,3.166666667,2.875,2.916666667,1.875,2.583333333,4.041666667,4.541666667,3,-4.583333333,-6.958333333,-2.666666667,-5.708333333,-2.958333333,5.625,-1.583333333,3.625,-199.5,234.875,82.5,-5,0,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,-2.54,0,6
Mario Yamasaki, USA,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.18125,-0.30375,-0.25,-0.416666667,-0.041666667,-0.041666667,-0.041666667,-12.79166667,-12.5,-5.375,-5.583333333,-16.25,0,-8.458333333,-16.625,-1.291666667,-1.125,-0.791666667,-0.333333333,-9.75,-8.625,-3.541666667,-2.875,-1.75,-2.083333333,-0.708333333,-1.041666667,-1.291666667,-1.791666667,-1.125,-1.666666667,-6.875,-6.583333333,-1.541666667,-1.958333333,-1.75,-3.75,-0.333333333,-2.291666667,-4.166666667,-2.166666667,-3.5,-1.333333333,-176,-99.625,-447,-7,0,0,0,-1,-2,-1,0,0,0,-1,0,-1,0,2.54,0,0,7
Dan Miragliotta, USA,Red,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.13921875,0.24234375,-0.03159668,-0.10625,0.001302083,0,-0.05,34.45677083,30.58037109,14.9610026,18.80654297,37.31207682,0,17.31803385,18.76123047,1.428190104,-0.598046875,0.397526042,-0.065364583,31.04720052,17.43629557,12.80035807,8.835091146,2.187402344,10.953125,1.168098958,8.191536458,1.222167969,2.190950521,0.992545573,1.779915365,30.47099609,27.87132161,11.97610677,17.08938802,3.389973958,1.452604167,2.431770833,1.087174479,0.595800781,1.256445313,0.553125,0.629980469,82.74316406,-15.43359375,220.5610352,17,0,1,0,1,2,3,0,0,0,-2,4,0,0,-10.16,-17.78,0,12
Dan Miragliotta, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.13,0.47,-0.17,0,1,-0.166666667,-0.166666667,-22,-22.5,-2.333333333,-5.666666667,-20.33333333,0,0.166666667,-21.66666667,0.833333333,-0.833333333,1,-0.333333333,-23.66666667,-22,-3.833333333,-5.833333333,1.666666667,-1.166666667,1.5,-0.5,0,0.666666667,0,0.666666667,-22,-21,-2.5,-4.666666667,-2.166666667,-0.166666667,-1.166666667,0,2.166666667,-1.333333333,1.333333333,-1,264,-170.5,-322.5,1,0,1,-1,1,1,0,0,0,1,0,0,0,0,-5.08,-7.62,0,3
Herb Dean, USA,Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.216279297,0.007294922,-0.10828125,0,-0.194466146,0,-0.003125,22.31419271,23.84342448,7.293554687,3.115364583,16.1516276,0,0.716666667,1.0171875,0.942057292,-1.1953125,0.4390625,-0.384375,21.31458333,24.5203125,7.554752604,3.370117188,-0.734830729,0.978255208,-1.110221354,0.572981771,1.734440104,-1.655143229,0.849023438,-0.827734375,22.83730469,24.95351563,8.798502604,4.657356771,-3.223046875,-2.359505208,-1.994596354,-1.977734375,2.699934896,1.249414062,0.489648438,0.435742187,22.40722656,-265.1181641,-122.2236328,0,-3,0,0,2,3,0,0,1,-1,0,2,0,0,0,7.62,0,2
Marc Goddard, Russia,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.0034375,-0.165625,0.035,0.047403463,-0.136458333,-0.010416667,0,9.81640625,-2.5625,4.041666667,-0.552083333,16.72916667,0,9.375,-8.022909824,0.017974726,-0.510416667,-0.052083333,-0.25,9.26484375,-2.145833333,3.4375,-0.261127726,0.004783503,-0.479166667,-0.020833333,-0.153645833,-0.46875,-0.729166667,-0.204427083,-0.852148438,5.135416667,-2.3125,0.802083333,0.239583333,1.083333333,0.221614583,0.666666667,0.302083333,1.083333333,-2.994791667,0.808333333,-2.760416667,84.46191406,-187.96875,0.125,-15,0,0,-2,-2,-2,-4,0,0,0,-1,-1,0,0,-17.78,-2.54,0,-11
Yves Lavigne, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.145,0.04,0.4725,0.333333333,0.333333333,0,0,-9.25,-23.79166667,-5.75,-2.333333333,6.833333333,0,8.958333333,12.54166667,0.708333333,-0.791666667,0.208333333,0.583333333,-4.708333333,-18.5,-2.958333333,-0.125,-3.5,-1.208333333,-1.5,0.541666667,-1.041666667,-4.083333333,-1.291666667,-2.75,-12.29166667,-32.875,-8.416666667,-8,1.5,5.25,1.291666667,3.166666667,1.541666667,3.833333333,1.375,2.5,142.625,232.5,51.125,-6,0,-3,2,-3,-3,1,0,0,0,-2,-1,0,0,0,-12.7,10,5
Jason Herzog, USA,Red,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1175,-0.08,0.2,0.047403463,0.030208333,0,-0.333333333,-20.62109375,-19.86458333,-8.333333333,-3.75,-13.9375,0,-3.333333333,1.122923509,-1.346608607,0.666666667,-0.416666667,0.229166667,-14.55807292,-13.33333333,-4.666666667,-1.011127726,-5.245216497,-5.25,-3.333333333,-1.705729167,-1.833333333,-2.072916667,-1.162760417,-1.747981771,-23.66666667,-24.67708333,-10.47916667,-7,0.197916667,1.377864583,0.229166667,1.083333333,0.333333333,0.911458333,0.152083333,0.5,-23.78808594,74.125,-261.5,-3,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-10.16,-15.24,0,-1
Leon Roberts, Singapore,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.006875,0.415859375,0.074726562,0,-0.216145833,-0.177083333,0,19.21223958,13.14583333,5.3359375,4.063802083,18.14192708,0,4.438802083,-1.803385417,-0.1796875,-0.671875,0.0625,-0.256510417,13.93359375,4.963541667,2.716145833,-2.333333333,1.680989583,3.455729167,0.352864583,2.26953125,3.59765625,4.7265625,2.266927083,4.127604167,17.99609375,18.53255208,3.778645833,7.884114583,1.884114583,-0.075520833,1.0078125,-0.229166667,-0.66796875,-5.311197917,0.549479167,-3.591145833,-40.70703125,-123.1992188,232.2890625,-14,0,0,0,-3,-5,-2,0,0,-1,0,-4,0,0,-2.54,0,0,-4
Jason McCoy, USA,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.19,0.01,0.58,-0.166666667,0,0,0,-8.166666667,13.5,-7.333333333,9.166666667,-6.166666667,0,-3.833333333,12.16666667,0.5,0.833333333,0.166666667,0.5,-10.16666667,10.16666667,-9.5,6.333333333,1.333333333,2.833333333,1.166666667,2.5,0.666666667,0.5,1,0.333333333,2.833333333,5.833333333,1.166666667,4.333333333,4.5,5.333333333,3.666666667,3.5,-15.5,2.333333333,-12.16666667,1.333333333,-200.5,208.5,77.5,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,-2.54,0,3
Herb Dean, USA,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.248681641,0.300898438,-0.331660156,0.333333333,-0.124348958,0,-0.000390625,12.60872396,-19.9610026,9.993815104,-12.48040365,17.62578125,0,12.9250651,-22.3469401,-0.268424479,-2.549023438,0.301302083,-0.819921875,15.90175781,-11.64986979,12.88014323,-5.144466146,-2.376497396,-1.798958333,-1.990625,-1.90703125,-0.916536458,-6.512174479,-0.895703125,-5.42890625,-1.738802083,-10.35807292,1.043359375,-5.265429687,-3.025325521,-3.447330729,-2.465690104,-2.558072917,17.37285156,-6.155598958,11.41614583,-4.656901042,205.0146484,-360.3466797,-558.9238281,-30,-4,-1,0,-1,-5,-4,0,0,-1,-3,-3,1,1,2.54,7.62,0,-1
Mario Yamasaki, USA,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.054765625,-0.37421875,0.03296875,-0.249471537,-0.14296875,-0.022135417,-0.018229167,2.842447917,-4.0390625,2.125,-0.190104167,-4.33984375,0,-4.576822917,-0.671347324,-0.841400274,-0.731770833,-0.377604167,-0.19921875,0.727083333,-4.00390625,0.509114583,0.164653524,0.306866837,-0.361979167,0.169270833,-0.569010417,0.79296875,-0.46484375,0.6171875,-0.500585937,0.690104167,-5.326822917,0.44921875,-1.486979167,0.4453125,-0.94375,0.34375,-0.100260417,-0.807291667,-0.291666667,-0.432552083,-0.26953125,-86.57324219,11.05859375,91.77734375,-23,0,-2,0,-2,-5,-4,0,0,0,-3,0,-2,0,7.62,5.08,10,5
Steve Perceval, Philippines,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.285,0.14,-0.25,-0.25,0.333333333,0,0.5,-15.91666667,-2.333333333,-3.416666667,3.416666667,9.25,0,18.41666667,26.66666667,1.083333333,-1,1,-0.25,-11.66666667,3.083333333,-1.083333333,5.833333333,-3,0.666666667,-1.5,1.166666667,-1.25,-6.083333333,-0.833333333,-3.583333333,-17.66666667,-8.916666667,-5,-0.75,-0.166666667,1.916666667,-0.083333333,1.333333333,1.916666667,4.666666667,1.666666667,2.833333333,529,90,0,3,-1,1,0,1,1,0,0,0,1,0,0,0,0,7.62,7.62,-10,-5
Herb Dean, USA,Blue,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.20875,0.53,-0.04,0.833333333,0.666666667,0.333333333,0.25,-28.08333333,-14.56875,-13.56875,-4.366666667,-12.28125,0,-0.433333333,1.697916667,1.416666667,-0.416666667,0.583333333,-0.25,-16.13333333,-12.66666667,-2.710416667,-3.239583333,-3.695833333,-1.789583333,-3.066666667,-1.164583333,-8.254166667,-0.1125,-7.791666667,0.0375,-32.025,-16.0375,-15.62291667,-4.710416667,-4.797916667,-1.314583333,-2.945833333,-1.022916667,8.739583333,2.783333333,5,1.366666667,265.0625,154.1875,-110.1875,-4,-1,0,0,0,-2,-1,0,0,0,-1,-4,3,0,2.54,0,-15,-5
